Step,Samples,Recall,Recall_25th,Recall_75th,False_Alarm,False_Alarm_25th,False_Alarm_75th
0,0,0.961,0.94,0.98,0.20599999999999996,0.175,0.23
1,1,0.9570000000000001,0.935,0.9775,0.19999999999999998,0.16999999999999998,0.225
2,2,0.9570000000000001,0.945,0.97,0.19199999999999998,0.16499999999999998,0.20750000000000002
3,3,0.9550000000000001,0.935,0.9775,0.19099999999999998,0.1725,0.21
4,4,0.9570000000000001,0.945,0.97,0.18699999999999997,0.16499999999999998,0.2
5,5,0.9549999999999998,0.945,0.9675,0.18399999999999997,0.15749999999999997,0.2
6,6,0.958,0.96,0.9675,0.176,0.1525,0.19
7,7,0.9549999999999998,0.9424999999999999,0.97,0.172,0.14500000000000002,0.19
8,8,0.958,0.945,0.97,0.176,0.14500000000000002,0.1975
9,9,0.9570000000000001,0.9524999999999999,0.9675,0.16799999999999998,0.14250000000000002,0.19
10,10,0.958,0.9524999999999999,0.97,0.16899999999999998,0.1375,0.19
11,11,0.9550000000000001,0.9424999999999999,0.96,0.16599999999999998,0.14250000000000002,0.19
12,12,0.953,0.9424999999999999,0.96,0.16399999999999998,0.14250000000000002,0.19
13,13,0.952,0.94,0.96,0.15899999999999997,0.14250000000000002,0.17750000000000002
14,14,0.9490000000000001,0.9325,0.9675,0.15699999999999997,0.14250000000000002,0.17
15,15,0.9469999999999998,0.9325,0.96,0.15599999999999997,0.14250000000000002,0.17
16,16,0.9470000000000001,0.9325,0.96,0.15399999999999997,0.14250000000000002,0.17
17,17,0.9470000000000001,0.94,0.9575,0.15299999999999997,0.14250000000000002,0.17
18,18,0.943,0.925,0.955,0.15,0.14,0.1675
19,19,0.946,0.9325,0.9650000000000001,0.151,0.14,0.1675
20,20,0.946,0.9325,0.9575,0.149,0.135,0.16
21,21,0.945,0.93,0.9575,0.146,0.1325,0.16
22,22,0.946,0.93,0.9575,0.144,0.1325,0.15
23,23,0.943,0.93,0.95,0.141,0.1325,0.15
24,24,0.942,0.93,0.95,0.13899999999999998,0.13,0.15
25,25,0.942,0.93,0.95,0.139,0.1325,0.1475
26,26,0.942,0.93,0.95,0.13799999999999998,0.1325,0.14
27,27,0.942,0.93,0.95,0.137,0.13,0.14
28,28,0.942,0.9325,0.9474999999999999,0.13399999999999998,0.13,0.14
29,29,0.9400000000000001,0.9225000000000001,0.9474999999999999,0.13199999999999998,0.13,0.14
30,30,0.9380000000000001,0.9225000000000001,0.9474999999999999,0.13199999999999998,0.1225,0.14
31,31,0.9390000000000001,0.93,0.9474999999999999,0.12999999999999998,0.13,0.1375
32,32,0.937,0.9225000000000001,0.94,0.131,0.1225,0.14
33,33,0.937,0.93,0.94,0.129,0.1225,0.1375
34,34,0.937,0.93,0.9474999999999999,0.131,0.1225,0.1375
35,35,0.9339999999999999,0.92,0.94,0.129,0.1225,0.1375
36,36,0.9350000000000002,0.92,0.94,0.12800000000000003,0.1225,0.1375
37,37,0.9340000000000002,0.92,0.94,0.126,0.1225,0.13
38,38,0.9339999999999999,0.92,0.94,0.124,0.12,0.13
39,39,0.933,0.9125,0.9474999999999999,0.124,0.12,0.13
40,40,0.9360000000000002,0.9225000000000001,0.95,0.125,0.12,0.13
41,41,0.9390000000000001,0.9225000000000001,0.95,0.123,0.12,0.13
42,42,0.9390000000000001,0.9225000000000001,0.95,0.12300000000000003,0.12,0.13
43,43,0.9400000000000001,0.92,0.96,0.12300000000000003,0.12,0.13
44,44,0.9380000000000001,0.92,0.9575,0.122,0.12,0.13
45,45,0.9360000000000002,0.92,0.9575,0.12100000000000002,0.12,0.13
46,46,0.9390000000000001,0.92,0.9575,0.122,0.12,0.13
47,47,0.9380000000000001,0.92,0.9575,0.12,0.12,0.1275
48,48,0.9340000000000002,0.9125,0.95,0.11900000000000002,0.1125,0.1275
49,49,0.9330000000000002,0.9125,0.95,0.11900000000000002,0.1125,0.1275
50,50,0.9339999999999999,0.9125,0.955,0.11900000000000002,0.1125,0.1275
51,51,0.931,0.9125,0.94,0.11800000000000002,0.11,0.1275
52,52,0.9360000000000002,0.9125,0.95,0.11500000000000002,0.11,0.12
53,53,0.9339999999999999,0.9125,0.94,0.11400000000000002,0.11,0.12
54,54,0.9339999999999999,0.9125,0.95,0.11400000000000002,0.11,0.1175
55,55,0.932,0.9125,0.9474999999999999,0.11400000000000002,0.11,0.12
56,56,0.93,0.9125,0.945,0.11300000000000002,0.11,0.12
57,57,0.933,0.92,0.94,0.11500000000000002,0.11,0.12
58,58,0.932,0.92,0.945,0.11400000000000002,0.11,0.12
59,59,0.9339999999999999,0.92,0.945,0.11300000000000002,0.11,0.12
60,60,0.9349999999999999,0.92,0.9525,0.11200000000000002,0.11,0.12
61,61,0.9349999999999999,0.92,0.945,0.11299999999999999,0.10250000000000001,0.12
62,62,0.9349999999999999,0.9225000000000001,0.9375,0.11200000000000002,0.11,0.12
63,63,0.9349999999999999,0.9225000000000001,0.94,0.11200000000000002,0.11,0.12
64,64,0.9359999999999999,0.9225000000000001,0.94,0.11000000000000001,0.10250000000000001,0.12
65,65,0.9359999999999999,0.9225000000000001,0.94,0.11000000000000001,0.10250000000000001,0.12
66,66,0.9349999999999999,0.9225000000000001,0.9474999999999999,0.10899999999999999,0.1,0.12
67,67,0.9359999999999999,0.9225000000000001,0.9474999999999999,0.11000000000000001,0.1,0.12
68,68,0.9369999999999999,0.9225000000000001,0.95,0.11000000000000001,0.1,0.12
69,69,0.9369999999999999,0.9225000000000001,0.9474999999999999,0.11099999999999999,0.1,0.12
70,70,0.9369999999999999,0.9225000000000001,0.955,0.11099999999999999,0.1,0.12
71,71,0.9349999999999999,0.92,0.9474999999999999,0.10800000000000001,0.1,0.1175
72,72,0.9339999999999999,0.92,0.95,0.10899999999999999,0.1,0.12
73,73,0.933,0.92,0.9474999999999999,0.10899999999999999,0.1,0.12
74,74,0.9349999999999999,0.92,0.9474999999999999,0.10899999999999999,0.1,0.12
75,75,0.9349999999999999,0.92,0.9474999999999999,0.10800000000000001,0.1,0.12
76,76,0.9349999999999999,0.92,0.95,0.10899999999999999,0.1,0.12
77,77,0.9359999999999999,0.92,0.95,0.10899999999999999,0.1,0.12
78,78,0.9349999999999999,0.92,0.95,0.10800000000000001,0.1,0.12
79,79,0.9339999999999999,0.92,0.95,0.10800000000000001,0.1,0.12
80,80,0.9359999999999999,0.9225000000000001,0.95,0.10800000000000001,0.1,0.12
81,81,0.9369999999999999,0.93,0.95,0.10999999999999999,0.1,0.12
82,82,0.938,0.9225000000000001,0.95,0.10899999999999999,0.1,0.12
83,83,0.9359999999999999,0.9225000000000001,0.95,0.10899999999999999,0.1,0.12
84,84,0.9369999999999999,0.9225000000000001,0.95,0.10899999999999999,0.1,0.12
85,85,0.938,0.9225000000000001,0.95,0.10899999999999999,0.1,0.12
86,86,0.9359999999999999,0.9225000000000001,0.95,0.10799999999999998,0.1,0.12
87,87,0.9389999999999998,0.93,0.95,0.10699999999999998,0.1,0.12
88,88,0.9399999999999998,0.93,0.95,0.10699999999999998,0.1,0.12
89,89,0.9399999999999998,0.93,0.95,0.10599999999999998,0.1,0.1175
90,90,0.9399999999999998,0.93,0.95,0.10600000000000001,0.1,0.1175
91,91,0.9389999999999998,0.93,0.95,0.10500000000000001,0.1,0.11
92,92,0.9399999999999998,0.9325,0.95,0.10500000000000001,0.1,0.11
93,93,0.9390000000000001,0.925,0.95,0.10500000000000001,0.1,0.11
94,94,0.9400000000000001,0.925,0.95,0.10500000000000001,0.1,0.11
95,95,0.9360000000000002,0.92,0.95,0.10500000000000001,0.1,0.11
96,96,0.9349999999999999,0.92,0.9474999999999999,0.10500000000000001,0.1,0.11
97,97,0.9350000000000002,0.92,0.95,0.10500000000000001,0.1,0.11
98,98,0.9350000000000002,0.92,0.95,0.10400000000000001,0.1,0.11
99,99,0.9360000000000002,0.92,0.9575,0.10400000000000001,0.1,0.11
100,100,0.933,0.92,0.95,0.10400000000000001,0.1,0.11
101,101,0.933,0.92,0.95,0.10300000000000001,0.1,0.11
102,102,0.933,0.92,0.95,0.10300000000000001,0.1,0.11
103,103,0.932,0.92,0.9575,0.10300000000000001,0.1,0.11
104,104,0.9339999999999999,0.92,0.9575,0.10300000000000001,0.1,0.11
