Step,Samples,Recall,Recall_25th,Recall_75th,False_Alarm,False_Alarm_25th,False_Alarm_75th
0,0,0.9810000000000001,0.98,0.98,0.202,0.1825,0.225
1,1,0.9810000000000001,0.98,0.98,0.202,0.1825,0.22250000000000003
2,2,0.985,0.98,0.995,0.20299999999999999,0.185,0.2175
3,3,0.985,0.98,0.995,0.2,0.1775,0.22
4,4,0.985,0.98,0.995,0.19599999999999998,0.175,0.2175
5,5,0.984,0.98,0.995,0.196,0.175,0.22
6,6,0.9810000000000001,0.98,0.995,0.194,0.175,0.2175
7,7,0.9799999999999999,0.98,0.98,0.191,0.1725,0.21
8,8,0.984,0.98,0.995,0.188,0.1725,0.21
9,9,0.984,0.98,0.995,0.185,0.17,0.21
10,10,0.985,0.98,0.995,0.184,0.17,0.20750000000000002
11,11,0.985,0.98,0.995,0.179,0.17,0.2
12,12,0.984,0.98,0.995,0.179,0.17,0.2
13,13,0.982,0.98,0.995,0.177,0.17,0.1975
14,14,0.982,0.98,0.995,0.174,0.16,0.19
15,15,0.982,0.98,0.995,0.174,0.16,0.19
16,16,0.982,0.98,0.995,0.175,0.16,0.19
17,17,0.982,0.98,0.995,0.172,0.16,0.19
18,18,0.984,0.98,0.995,0.172,0.16,0.19
19,19,0.984,0.98,0.995,0.172,0.16,0.1875
20,20,0.983,0.98,0.995,0.17099999999999999,0.16,0.1875
21,21,0.982,0.98,0.995,0.16999999999999998,0.16,0.18
22,22,0.982,0.98,0.995,0.16799999999999998,0.16,0.17750000000000002
23,23,0.982,0.98,0.995,0.16799999999999998,0.1525,0.18
24,24,0.985,0.98,1.0,0.16699999999999998,0.1525,0.18
25,25,0.984,0.98,1.0,0.16499999999999998,0.1525,0.17750000000000002
26,26,0.982,0.98,0.995,0.16299999999999998,0.15,0.17750000000000002
27,27,0.982,0.98,0.995,0.16199999999999998,0.15,0.17750000000000002
28,28,0.982,0.98,0.995,0.16299999999999998,0.15,0.17750000000000002
29,29,0.9800000000000001,0.98,0.98,0.16399999999999998,0.1525,0.17750000000000002
30,30,0.9800000000000001,0.98,0.98,0.16299999999999998,0.15,0.17750000000000002
31,31,0.9780000000000001,0.98,0.98,0.16199999999999998,0.15,0.17750000000000002
32,32,0.9780000000000001,0.98,0.98,0.16199999999999998,0.15,0.17750000000000002
33,33,0.9780000000000001,0.98,0.98,0.15899999999999997,0.15,0.17500000000000002
34,34,0.9780000000000001,0.98,0.98,0.15899999999999997,0.15,0.17500000000000002
35,35,0.9780000000000001,0.98,0.98,0.15699999999999997,0.14250000000000002,0.1675
36,36,0.9780000000000001,0.98,0.98,0.15799999999999997,0.15,0.1675
37,37,0.9800000000000001,0.98,0.98,0.15699999999999997,0.15,0.1675
38,38,0.9790000000000001,0.9725,0.98,0.154,0.14250000000000002,0.1675
39,39,0.9810000000000001,0.9725,0.995,0.15499999999999997,0.14250000000000002,0.1675
40,40,0.982,0.98,0.995,0.15199999999999997,0.14250000000000002,0.16
41,41,0.9800000000000001,0.98,0.98,0.15199999999999997,0.14250000000000002,0.16
42,42,0.9800000000000001,0.98,0.98,0.15,0.14,0.1575
43,43,0.9800000000000001,0.98,0.98,0.15,0.14,0.1575
44,44,0.9790000000000001,0.9725,0.98,0.15,0.14,0.1575
45,45,0.9790000000000001,0.9725,0.98,0.15099999999999997,0.14,0.1575
46,46,0.9790000000000001,0.9725,0.98,0.15,0.14,0.1575
47,47,0.9790000000000001,0.9725,0.98,0.15,0.14,0.1575
48,48,0.9790000000000001,0.9725,0.98,0.15,0.14,0.1575
49,49,0.9790000000000001,0.9725,0.98,0.14900000000000002,0.1325,0.1575
50,50,0.9790000000000001,0.9725,0.98,0.148,0.14,0.1575
51,51,0.9790000000000001,0.9725,0.98,0.146,0.1325,0.1575
52,52,0.9770000000000001,0.9725,0.98,0.14600000000000005,0.14,0.1575
53,53,0.9750000000000002,0.97,0.98,0.148,0.14,0.1575
54,54,0.9790000000000001,0.9725,0.98,0.14600000000000005,0.14,0.1575
55,55,0.9780000000000001,0.97,0.98,0.14400000000000004,0.1325,0.15
56,56,0.9780000000000001,0.97,0.98,0.14400000000000004,0.1325,0.15
57,57,0.9780000000000001,0.97,0.98,0.14200000000000004,0.1325,0.1475
58,58,0.9780000000000001,0.97,0.98,0.14200000000000004,0.14,0.1475
59,59,0.9770000000000001,0.97,0.98,0.14200000000000004,0.14,0.1475
60,60,0.9770000000000001,0.97,0.98,0.14300000000000007,0.1325,0.15
61,61,0.9770000000000001,0.97,0.98,0.14200000000000004,0.1325,0.1475
62,62,0.9770000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
63,63,0.9780000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
64,64,0.9800000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
65,65,0.9790000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
66,66,0.9790000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
67,67,0.9770000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
68,68,0.9800000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
69,69,0.9790000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
70,70,0.9780000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
71,71,0.9780000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
72,72,0.9780000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
73,73,0.9800000000000001,0.97,0.995,0.14200000000000004,0.1325,0.1475
74,74,0.9780000000000001,0.97,0.98,0.14200000000000004,0.1325,0.1475
75,75,0.9780000000000001,0.97,0.98,0.14100000000000007,0.1325,0.1475
76,76,0.977,0.97,0.98,0.14100000000000007,0.1325,0.1475
77,77,0.975,0.97,0.98,0.14100000000000007,0.1325,0.1475
78,78,0.975,0.97,0.98,0.14100000000000007,0.1325,0.1475
79,79,0.9760000000000002,0.97,0.98,0.14200000000000004,0.14,0.1475
80,80,0.9760000000000002,0.97,0.98,0.14100000000000007,0.1325,0.1475
81,81,0.9760000000000002,0.97,0.98,0.14000000000000004,0.13,0.1475
82,82,0.9770000000000001,0.9725,0.98,0.14000000000000004,0.13,0.1475
83,83,0.9770000000000001,0.9725,0.98,0.139,0.13,0.1475
84,84,0.9780000000000001,0.97,0.98,0.14000000000000004,0.13,0.1475
85,85,0.974,0.97,0.98,0.14100000000000007,0.1325,0.1475
86,86,0.9740000000000002,0.97,0.98,0.14000000000000004,0.1325,0.1475
87,87,0.9740000000000002,0.97,0.98,0.13800000000000004,0.13,0.1475
88,88,0.9740000000000002,0.97,0.98,0.13600000000000004,0.13,0.14
89,89,0.9730000000000001,0.9725,0.98,0.13599999999999998,0.13,0.14
90,90,0.9720000000000001,0.97,0.98,0.135,0.13,0.14
91,91,0.9730000000000001,0.9725,0.98,0.13399999999999998,0.13,0.14
92,92,0.9730000000000001,0.9725,0.98,0.133,0.13,0.1375
93,93,0.9730000000000001,0.9725,0.98,0.133,0.13,0.1375
94,94,0.974,0.97,0.98,0.133,0.13,0.1375
95,95,0.974,0.97,0.98,0.133,0.13,0.1375
96,96,0.9760000000000002,0.97,0.98,0.13400000000000004,0.13,0.14
97,97,0.974,0.97,0.98,0.13400000000000004,0.13,0.14
