Step,Samples,Recall,Recall_25th,Recall_75th,False_Alarm,False_Alarm_25th,False_Alarm_75th
0,0,0.9740000000000002,0.96,0.98,0.53,0.5025,0.56
1,1,0.9710000000000001,0.96,0.98,0.5279999999999999,0.4925,0.56
2,2,0.9690000000000001,0.96,0.98,0.5280000000000001,0.495,0.56
3,3,0.9670000000000002,0.96,0.98,0.525,0.4925,0.5575000000000001
4,4,0.9690000000000001,0.96,0.98,0.526,0.4875,0.55
5,5,0.9710000000000001,0.965,0.98,0.525,0.4875,0.5575000000000001
6,6,0.9690000000000001,0.96,0.98,0.525,0.4875,0.55
7,7,0.9670000000000002,0.96,0.98,0.525,0.4775,0.56
8,8,0.9710000000000001,0.98,0.98,0.5299999999999999,0.49,0.56
9,9,0.9730000000000001,0.98,0.98,0.5279999999999999,0.4875,0.5575000000000001
10,10,0.9730000000000001,0.98,0.98,0.529,0.4925,0.5575000000000001
11,11,0.9730000000000001,0.98,0.98,0.528,0.485,0.565
12,12,0.9750000000000002,0.98,0.98,0.531,0.495,0.56
13,13,0.9750000000000002,0.98,0.98,0.528,0.4875,0.56
14,14,0.9770000000000001,0.98,0.995,0.526,0.4875,0.555
15,15,0.9730000000000001,0.98,0.995,0.5279999999999999,0.5,0.555
16,16,0.975,0.98,0.995,0.53,0.495,0.55
17,17,0.977,0.98,1.0,0.53,0.4925,0.5575000000000001
18,18,0.977,0.98,1.0,0.53,0.495,0.5575000000000001
19,19,0.977,0.98,1.0,0.532,0.495,0.56
20,20,0.9789999999999999,0.98,1.0,0.532,0.495,0.56
21,21,0.977,0.98,1.0,0.53,0.4925,0.56
22,22,0.977,0.98,1.0,0.532,0.4925,0.5675
23,23,0.9810000000000001,0.98,1.0,0.533,0.485,0.575
24,24,0.9810000000000001,0.98,1.0,0.5319999999999999,0.485,0.575
25,25,0.9790000000000001,0.98,1.0,0.533,0.485,0.575
26,26,0.9790000000000001,0.98,1.0,0.533,0.485,0.575
27,27,0.9790000000000001,0.98,1.0,0.5319999999999999,0.485,0.5725
28,28,0.9810000000000001,0.98,1.0,0.531,0.49,0.565
29,29,0.9810000000000001,0.98,1.0,0.533,0.49,0.565
30,30,0.983,0.98,1.0,0.531,0.49,0.565
31,31,0.983,0.98,1.0,0.534,0.49,0.565
32,32,0.9810000000000001,0.98,1.0,0.5309999999999999,0.4875,0.565
33,33,0.9790000000000001,0.98,1.0,0.529,0.4875,0.56
34,34,0.9790000000000001,0.98,1.0,0.5279999999999999,0.4875,0.5575000000000001
35,35,0.9810000000000001,0.98,1.0,0.527,0.495,0.5575000000000001
36,36,0.9810000000000001,0.98,1.0,0.528,0.4925,0.56
37,37,0.9810000000000001,0.98,1.0,0.5269999999999999,0.4925,0.5575000000000001
38,38,0.9790000000000001,0.98,1.0,0.525,0.485,0.5575000000000001
39,39,0.9790000000000001,0.98,1.0,0.526,0.485,0.565
40,40,0.9810000000000001,0.98,1.0,0.5279999999999999,0.485,0.5575000000000001
41,41,0.9810000000000001,0.98,1.0,0.5250000000000001,0.4825,0.56
42,42,0.9810000000000001,0.98,1.0,0.525,0.4825,0.5575000000000001
43,43,0.984,0.98,1.0,0.526,0.4825,0.5575000000000001
44,44,0.984,0.98,1.0,0.524,0.49,0.555
45,45,0.984,0.98,1.0,0.526,0.4825,0.5575000000000001
46,46,0.984,0.98,1.0,0.5269999999999999,0.4825,0.5575000000000001
47,47,0.984,0.98,1.0,0.525,0.49,0.555
48,48,0.984,0.98,1.0,0.525,0.4825,0.5575000000000001
49,49,0.982,0.98,0.995,0.524,0.49,0.5475000000000001
50,50,0.982,0.98,0.995,0.522,0.49,0.5475000000000001
51,51,0.982,0.98,0.995,0.5210000000000001,0.4825,0.5475000000000001
52,52,0.982,0.98,0.995,0.5179999999999999,0.4825,0.545
53,53,0.982,0.98,0.995,0.5169999999999999,0.4825,0.545
54,54,0.982,0.98,0.995,0.5149999999999999,0.4825,0.545
55,55,0.9840000000000002,0.98,0.995,0.518,0.4825,0.545
56,56,0.9860000000000001,0.98,0.995,0.5169999999999999,0.49,0.545
57,57,0.9860000000000001,0.98,0.995,0.5179999999999999,0.4825,0.545
58,58,0.9860000000000001,0.98,0.995,0.5159999999999999,0.4825,0.545
59,59,0.9860000000000001,0.98,0.995,0.514,0.4825,0.545
60,60,0.9840000000000002,0.98,0.995,0.513,0.48,0.535
61,61,0.9840000000000002,0.98,0.995,0.513,0.48,0.535
62,62,0.9840000000000002,0.98,0.995,0.512,0.48,0.535
63,63,0.9840000000000002,0.98,0.995,0.515,0.48,0.545
64,64,0.9840000000000002,0.98,0.995,0.517,0.48,0.5375000000000001
65,65,0.9840000000000002,0.98,0.995,0.515,0.48,0.545
66,66,0.9840000000000002,0.98,0.995,0.516,0.4825,0.545
67,67,0.9840000000000002,0.98,0.995,0.515,0.4825,0.5375000000000001
68,68,0.9840000000000002,0.98,0.995,0.5149999999999999,0.4825,0.545
69,69,0.9840000000000002,0.98,0.995,0.5149999999999999,0.4775,0.5375000000000001
70,70,0.9840000000000002,0.98,0.995,0.5149999999999999,0.4775,0.5375000000000001
71,71,0.9840000000000002,0.98,0.995,0.517,0.485,0.5375000000000001
72,72,0.9840000000000002,0.98,0.995,0.516,0.485,0.5375000000000001
73,73,0.9840000000000002,0.98,0.995,0.516,0.485,0.5375000000000001
74,74,0.9840000000000002,0.98,0.995,0.516,0.485,0.5375000000000001
75,75,0.9840000000000002,0.98,0.995,0.516,0.485,0.5375000000000001
76,76,0.9840000000000002,0.98,0.995,0.515,0.485,0.5375000000000001
77,77,0.9840000000000002,0.98,0.995,0.513,0.4825,0.545
78,78,0.9840000000000002,0.98,0.995,0.5130000000000001,0.4825,0.5375000000000001
79,79,0.9840000000000002,0.98,0.995,0.513,0.49,0.545
80,80,0.9840000000000002,0.98,0.995,0.514,0.49,0.545
81,81,0.9840000000000002,0.98,0.995,0.514,0.49,0.545
82,82,0.9840000000000002,0.98,0.995,0.515,0.4925,0.545
83,83,0.9840000000000002,0.98,0.995,0.513,0.485,0.545
84,84,0.9840000000000002,0.98,0.995,0.512,0.485,0.5425
85,85,0.9840000000000002,0.98,0.995,0.514,0.4925,0.5425
86,86,0.9840000000000002,0.98,0.995,0.513,0.4925,0.5425
87,87,0.9840000000000002,0.98,0.995,0.513,0.4925,0.5425
88,88,0.9840000000000002,0.98,0.995,0.515,0.4925,0.545
89,89,0.9860000000000001,0.98,1.0,0.5109999999999999,0.4925,0.535
90,90,0.9860000000000001,0.98,1.0,0.511,0.4925,0.535
91,91,0.9860000000000001,0.98,1.0,0.512,0.4925,0.535
92,92,0.9860000000000001,0.98,1.0,0.512,0.4925,0.5425
93,93,0.9860000000000001,0.98,1.0,0.512,0.4925,0.535
94,94,0.9860000000000001,0.98,1.0,0.513,0.4925,0.5425
95,95,0.9860000000000001,0.98,1.0,0.512,0.4925,0.5425
96,96,0.9860000000000001,0.98,1.0,0.512,0.4925,0.5425
97,97,0.9860000000000001,0.98,1.0,0.5109999999999999,0.4925,0.54
98,98,0.9860000000000001,0.98,1.0,0.5109999999999999,0.4925,0.5325
99,99,0.9860000000000001,0.98,1.0,0.513,0.4925,0.535
100,100,0.9860000000000001,0.98,1.0,0.514,0.5,0.535
101,101,0.9860000000000001,0.98,1.0,0.514,0.5,0.535
102,102,0.9860000000000001,0.98,1.0,0.513,0.4925,0.535
103,103,0.9860000000000001,0.98,1.0,0.513,0.5,0.5275000000000001
104,104,0.9860000000000001,0.98,1.0,0.514,0.5025,0.5275000000000001
105,105,0.9860000000000001,0.98,1.0,0.5149999999999999,0.5025,0.535
106,106,0.9860000000000001,0.98,1.0,0.514,0.5,0.535
107,107,0.9860000000000001,0.98,1.0,0.514,0.4925,0.535
108,108,0.9860000000000001,0.98,1.0,0.514,0.5,0.535
109,109,0.9880000000000001,0.98,1.0,0.513,0.5,0.535
